Recipe name,Serves,Ingredient_01,Amount_01,Ingredient_02,Amount_02,Ingredient_03,Amount_03,Ingredient_04,Amount_04,Ingredient_05,Amount_05,Ingredient_06,Amount_06,Ingredient_07,Amount_07,Ingredient_08,Amount_08,Ingredient_09,Amount_09,Ingredient_10,Amount_10,Ingredient_11,Amount_11,Ingredient_12,Amount_12,Ingredient_13,Amount_13
One Pan Singapore Noodles,2,Sunflower oil,15 ml,Garlic,3,Ginger,1,Chili pepper,2,Spring onions,6,Green beans,100 gr,Paprika,1,Curry powder,15 gr,Peas,100 gr,Soy sauce,45 ml,Rice wine,15 ml,,,,
